prompt_type,prompt_text,steps,lpips,gen_time_sec,image_path
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",50,0.276283323764801,6.9928295612335205,../assets/quality_study_60_60_60/Chaos_Fractal_step50.png
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",40,0.25997456908226013,5.655424118041992,../assets/quality_study_60_60_60/Chaos_Fractal_step40.png
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",30,0.13375726342201233,4.300192832946777,../assets/quality_study_60_60_60/Chaos_Fractal_step30.png
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",20,0.24382616579532623,2.9618353843688965,../assets/quality_study_60_60_60/Chaos_Fractal_step20.png
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",10,0.43155696988105774,1.6079838275909424,../assets/quality_study_60_60_60/Chaos_Fractal_step10.png
Chaos_Fractal,"infinite 3d fractal math pattern, mandelbrot bulb, iridescent bismuth crystal structure, recursive geometry, psychedelic colors, mesmerizing details, mathematical art, 8k resolution",5,0.572949230670929,0.935178279876709,../assets/quality_study_60_60_60/Chaos_Fractal_step5.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",60,0.0,8.341101169586182,../assets/quality_study_60_60_60/Texture_Fabric_step60.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",50,0.49426570534706116,6.996812343597412,../assets/quality_study_60_60_60/Texture_Fabric_step50.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",40,0.5005091428756714,5.651389837265015,../assets/quality_study_60_60_60/Texture_Fabric_step40.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",30,0.3370056450366974,4.297076940536499,../assets/quality_study_60_60_60/Texture_Fabric_step30.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",20,0.2735658586025238,2.958677291870117,../assets/quality_study_60_60_60/Texture_Fabric_step20.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",10,0.3502650558948517,1.6070315837860107,../assets/quality_study_60_60_60/Texture_Fabric_step10.png
Texture_Fabric,"extreme macro shot of royal brocade fabric, interwoven gold and silver threads, raised embroidery, velvet texture, microscopic fiber details, sharp focus, depth of field, luxury textile",5,0.4810868203639984,0.9309713840484619,../assets/quality_study_60_60_60/Texture_Fabric_step5.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",60,0.0,8.332589626312256,../assets/quality_study_60_60_60/SciFi_Space_step60.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",50,0.15369752049446106,6.977541923522949,../assets/quality_study_60_60_60/SciFi_Space_step50.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",40,0.16779625415802002,5.639122247695923,../assets/quality_study_60_60_60/SciFi_Space_step40.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",30,0.13725361227989197,4.294101715087891,../assets/quality_study_60_60_60/SciFi_Space_step30.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",20,0.161507248878479,2.9508328437805176,../assets/quality_study_60_60_60/SciFi_Space_step20.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",10,0.2737821340560913,1.6003143787384033,../assets/quality_study_60_60_60/SciFi_Space_step10.png
SciFi_Space,"gigantic space station exploding in orbit, thousands of debris fragments, laser beams crossing, nebula background with stars, lens flare, cinematic composition, star wars style space battle, hyper-realistic CGI",5,0.47123557329177856,0.9297056198120117,../assets/quality_study_60_60_60/SciFi_Space_step5.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",60,0.0,8.32379412651062,../assets/quality_study_60_60_60/Crowd_Concert_step60.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",50,0.2132725715637207,6.9750449657440186,../assets/quality_study_60_60_60/Crowd_Concert_step50.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",40,0.19352367520332336,5.635855197906494,../assets/quality_study_60_60_60/Crowd_Concert_step40.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",30,0.11766375601291656,4.288100481033325,../assets/quality_study_60_60_60/Crowd_Concert_step30.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",20,0.15665508806705475,2.9452123641967773,../assets/quality_study_60_60_60/Crowd_Concert_step20.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",10,0.3493223190307617,1.6005446910858154,../assets/quality_study_60_60_60/Crowd_Concert_step10.png
Crowd_Concert,"massive stadium rock concert, view from stage, sea of thousands of fans, individual faces visible, laser light show, confetti rain, smoke machines, electric atmosphere, wide angle fisheye lens, 8k",5,0.5656234622001648,0.9217402935028076,../assets/quality_study_60_60_60/Crowd_Concert_step5.png
